Package,post,N,A,Ce,Ca,I,D,MII,NC ,BCF , IC,AIC ,SAVI  ,PPI,APIUP,Package Name,PkgMod
org.eclipse.swt.printing,3,13,0,7,2,0.777777778,0.222222222,0,0.985185185,1,0,0.989361702,0.052662722,0.111111111,0,org.eclipse.swt.printing,0.736476862
org.eclipse.swt.program,0,6,0,10,7,0.588235294,0.411764706,0,0.866666667,1,1,0.981382979,0.111111111,0,0,org.eclipse.swt.program,0.393908473
org.eclipse.swt.widgets,88,242,0.125581395,14,134,0.094594595,0.77982401,0.002762431,0.806980434,0.99773034,0.912234043,0.540440375,0.002889147,0,0.001736111,org.eclipse.swt.widgets,0.973310984
org.eclipse.team.core,0,6,2,8,22,0.266666667,1.266666667,0,0.352941176,0.666666667,0.992021277,0.901595745,0.147219766,0,0.041666667,org.eclipse.team.core,0.784923188
org.eclipse.team.core.sync,0,5,0,7,11,0.388888889,0.611111111,0.666666667,0.227272727,0.552631579,0.992021277,0.992021277,0,0.4,0.026190476,org.eclipse.team.core.sync,0.835325264
org.eclipse.team.internal.ccvs.core,7,25,2.125,16,13,0.551724138,1.676724138,0.203125,0.236966825,0.875,0.5,0.861702128,0.032584509,0.3,0.012605042,org.eclipse.team.internal.ccvs.core,0.865312994
org.eclipse.team.internal.ccvs.core.client,11,41,0.171428571,14,10,0.583333333,0.245238095,0,0.781609195,1,1,0.928191489,0.024390244,1,0,org.eclipse.team.internal.ccvs.core.client,0.926343079
org.eclipse.team.internal.ccvs.core.client.listeners,2,13,0.444444444,9,3,0.75,0.194444444,0,0.7,1,0.888888889,0.984042553,0.052662722,1,0.104166667,org.eclipse.team.internal.ccvs.core.client.listeners,0.595938982
org.eclipse.team.internal.ccvs.core.connection,3,10,0,11,6,0.647058824,0.352941176,0,0.596774194,1,0.6,0.970744681,0.078,0.8,0,org.eclipse.team.internal.ccvs.core.connection,0.575735931
org.eclipse.team.internal.ccvs.core.resources,14,15,0.153846154,13,12,0.52,0.326153846,0,0.800995025,1,0.733333333,0.917553191,0.044,0.842105263,0,org.eclipse.team.internal.ccvs.core.resources,0.797969491
org.eclipse.team.internal.ccvs.core.syncinfo,4,4,0,7,10,0.411764706,0.588235294,0,0.205128205,1,1,0.938829787,0.15,0.04,0,org.eclipse.team.internal.ccvs.core.syncinfo,0.296437636
org.eclipse.team.internal.ccvs.core.util,6,16,0,12,6,0.666666667,0.333333333,0,0.585714286,1,1,0.938829787,0,0.25,0,org.eclipse.team.internal.ccvs.core.util,0.592432691
org.eclipse.team.internal.ccvs.ssh,2,11,0.1,11,0,0,0.9,0.804878049,1,0.909090909,0.272727273,0.061983471,1,0,0,org.eclipse.team.internal.ccvs.ssh,0.646446609
org.eclipse.team.internal.ccvs.ui,10,58,0.115384615,47,5,0.903846154,0.019230769,0,0.768115942,1,0.314814815,0.928191489,0.012009512,0.75,0,org.eclipse.team.internal.ccvs.ui,0.780011224
org.eclipse.team.internal.ccvs.ui.actions,10,40,0.025641026,27,1,0.964285714,0.01007326,0,0.957446809,1,0.925,0.994680851,0,1,0,org.eclipse.team.internal.ccvs.ui.actions,0.292893219
org.eclipse.team.internal.ccvs.ui.merge,1,10,0,23,3,0.884615385,0.115384615,0,0.825,1,0.5,0.981382979,0,0.142857143,0,org.eclipse.team.internal.ccvs.ui.merge,0.626159199
org.eclipse.team.internal.ccvs.ui.model,1,21,0.166666667,15,2,0.882352941,0.049019608,0,0.949494949,1,1,0.973404255,0.032879819,0.833333333,0,org.eclipse.team.internal.ccvs.ui.model,0.625649351
org.eclipse.team.internal.ccvs.ui.sync,9,12,0.090909091,27,4,0.870967742,0.038123167,0,0.769230769,0.965686275,0.75,0.984042553,0,0.4,0,org.eclipse.team.internal.ccvs.ui.sync,0.893933983
org.eclipse.team.internal.ccvs.ui.wizards,4,17,0.0625,32,3,0.914285714,0.023214286,0,0.955882353,1,0.647058824,0.986702128,0.044013841,0.2,0,org.eclipse.team.internal.ccvs.ui.wizards,0.434314575
org.eclipse.team.internal.core,0,10,0,8,12,0.4,0.6,0,0.612244898,1,0.7,0.946808511,0.071261273,0.285714286,0,org.eclipse.team.internal.core,0.900696873
org.eclipse.team.internal.core.simpleAccess,0,1,0,3,1,0.75,0.25,0,0,1,1,0,0,0,0,org.eclipse.team.internal.core.simpleAccess,0.292893219
org.eclipse.team.internal.core.streams,0,8,0.142857143,4,6,0.4,0.457142857,0.794871795,1,1,0.5,0.084375,0.111111111,0,0,org.eclipse.team.internal.core.streams,0.88214887
org.eclipse.team.internal.core.target,1,14,1.8,9,7,0.5625,1.3625,0.296296296,0.326923077,0.900510204,0.888888889,0.941489362,0,0.5,0.011458333,org.eclipse.team.internal.core.target,0.735810828
org.eclipse.team.internal.ftp,0,3,0,6,3,0.666666667,0.333333333,0,0.227272727,1,0.333333333,0.978723404,0.269179192,0.363636364,0,org.eclipse.team.internal.ftp,0.528595479
org.eclipse.team.internal.ftp.client,0,15,0.25,10,1,0.909090909,0.159090909,0,0.653846154,1,0.846153846,0.986702128,0.045777778,0.222222222,0,org.eclipse.team.internal.ftp.client,0.797969491
org.eclipse.team.internal.ftp.target,0,6,0,12,1,0.923076923,0.076923077,0.909090909,1,0.166666667,0.997340426,0.111111111,0.705882353,0,0,org.eclipse.team.internal.ftp.target,0.76429774
org.eclipse.team.internal.ftp.ui,0,2,0,21,0,0,1,1,1,0,1,0.315,0.3,0,0,org.eclipse.team.internal.ftp.ui,0.292893219
org.eclipse.team.internal.ui,1,22,0.294117647,32,8,0.8,0.094117647,0,0.641025641,0.986607143,0.368421053,0.962765957,0.033040112,0,0,org.eclipse.team.internal.ui,0.835501049
org.eclipse.team.internal.ui.actions,2,3,0.5,17,2,0.894736842,0.394736842,0,1,0.986918605,0.994680851,0.994680851,-0.417197171,0.666666667,0,org.eclipse.team.internal.ui.actions,0.387627564
org.eclipse.team.internal.ui.sync,2,10,0.666666667,30,5,0.857142857,0.523809524,0.111111111,0.770114943,0.964912281,0.333333333,0.957446809,0.068,0.666666667,0.083333333,org.eclipse.team.internal.ui.sync,0.921826404
org.eclipse.team.internal.ui.target,4,26,0.130434783,34,2,0.944444444,0.074879227,0,0.957142857,1,0.5,0.984042553,0,1,0,org.eclipse.team.internal.ui.target,0.575735931
org.eclipse.team.internal.webdav.core,0,8,0,21,1,0.954545455,0.045454545,0,0.830769231,1,0.375,0.992021277,0.084375,0.5,0,org.eclipse.team.internal.webdav.core,0.76429774
org.eclipse.team.internal.webdav.ui,0,2,0,19,0,0,1,1,1,0,1,0.313636364,0.3,0,0,org.eclipse.team.internal.webdav.ui,0.292893219
org.eclipse.team.ui,0,4,1,10,7,0.588235294,0.588235294,0,0,1,1,0.978723404,0.199801061,0,0,org.eclipse.team.ui,0.300145788
org.eclipse.tomcat.internal,1,6,0,9,0,0,1,0.925925926,1,0.833333333,1,0.105555556,0.166666667,0,0,org.eclipse.tomcat.internal,0.646446609
org.eclipse.ui,0,81,15.2,21,99,0.175,14.375,0.560344828,0.051446945,1,0.6,0.734042553,0.008611492,0.619047619,0.000645596,org.eclipse.ui,0.580634087
org.eclipse.ui.actions,2,45,0.216216216,33,38,0.464788732,0.318995051,0,0.51,0.996335744,0.755555556,0.728723404,0,0.5,0,org.eclipse.ui.actions,0.739593329
org.eclipse.ui.dialogs,4,38,0.583333333,29,48,0.376623377,0.04004329,0.019417476,0.434782609,0.985126859,0.666666667,0.60106383,0,0,0.008080808,org.eclipse.ui.dialogs,0.557078707
org.eclipse.ui.editors.text,0,14,0.75,24,4,0.857142857,0.607142857,0,0.694444444,0.931818182,0.375,0.981382979,0.048979592,0.75,0,org.eclipse.ui.editors.text,0.657673402
org.eclipse.ui.externaltools.internal.core,3,14,0.272727273,18,2,0.9,0.172727273,0,0.25862069,1,0.833333333,0.97606383,0.047959184,0.416666667,0,org.eclipse.ui.externaltools.internal.core,0.653589838
org.eclipse.ui.externaltools.internal.ui,4,26,0.083333333,31,3,0.911764706,0.004901961,0,0.883495146,1,0.4,0.986702128,0,0.4,0,org.eclipse.ui.externaltools.internal.ui,0.739486975
org.eclipse.ui.externaltools.internal.ui.ant,3,2,0,6,0,0,1,1,1,1,1,0,0,0,0,org.eclipse.ui.externaltools.internal.ui.ant,1
org.eclipse.ui.help,0,4,0.333333333,11,54,0.169230769,0.497435897,0,0.28,1,1,0.856382979,0.1875,0.153846154,0.5,org.eclipse.ui.help,0.869710673
org.eclipse.ui.internal,13,188,0.175,47,16,0.746031746,0.078968254,0.013888889,0.828599412,0.99993719,0.68,0.824468085,0.003717746,0,0.000598086,org.eclipse.ui.internal,0.794794311
org.eclipse.ui.internal.dialogs,5,105,0.105263158,45,10,0.818181818,0.076555024,0,0.846774194,1,0.359223301,0.896276596,0.006648526,0.461538462,0,org.eclipse.ui.internal.dialogs,1
org.eclipse.ui.internal.editorsupport,0,1,0,5,1,0.833333333,0.166666667,0,0,1,1,0.997340426,0,0.5,0,org.eclipse.ui.internal.editorsupport,0.292893219
org.eclipse.ui.internal.editorsupport.win32,0,1,0,18,0,0,1,1,1,0,1,0.616666667,0.444444444,0,0,org.eclipse.ui.internal.editorsupport.win32,1
org.eclipse.ui.internal.misc,0,30,0.111111111,22,7,0.75862069,0.130268199,0,0.763975155,1,0.689655172,0.949468085,0.023111111,0.2,0,org.eclipse.ui.internal.misc,0.396523676
org.eclipse.ui.internal.model,0,15,0.153846154,12,9,0.571428571,0.274725275,0,0.8125,0.972727273,0.986702128,0.960106383,0.045777778,1,0,org.eclipse.ui.internal.model,0.459938275
org.eclipse.ui.internal.registry,1,49,0.139534884,21,5,0.807692308,0.052772809,0.031914894,0.530120482,0.995629371,0.909090909,0.867021277,0.014202416,0.5,0.071969697,org.eclipse.ui.internal.registry,0.803739954
org.eclipse.ui.model,0,4,0.333333333,9,27,0.25,0.416666667,0,0.533333333,0.986111111,0.333333333,0.909574468,0,0,0.25,org.eclipse.ui.model,0.324645092
org.eclipse.ui.part,1,35,0.75,20,52,0.277777778,0.027777778,0.080645161,0.555555556,0.97062069,0.75862069,0.718085106,0.019836735,0.666666667,0.004807692,org.eclipse.ui.part,0.732491774
org.eclipse.ui.plugin,0,1,0,10,75,0.117647059,0.882352941,0,0,0,0,0.800531915,0.5,0.133333333,0,org.eclipse.ui.plugin,0.613448293
org.eclipse.ui.texteditor,2,61,0.487804878,29,33,0.467741935,0.044453186,0.166666667,0.748858447,0.982721691,0.808510638,0.832446809,0,0,0.002046734,org.eclipse.ui.texteditor,0.826074802
org.eclipse.ui.views.bookmarkexplorer,0,10,0.25,22,0,0,0.75,1,1,0.666666667,1,0,1,0,0,org.eclipse.ui.views.bookmarkexplorer,0.823223305
org.eclipse.ui.views.contentoutline,0,3,2,9,6,0.6,1.6,0,0.941176471,0.5,0,0.986702128,0,0,0,org.eclipse.ui.views.contentoutline,0.292893219
org.eclipse.ui.views.framelist,0,12,0.333333333,13,2,0.866666667,0.2,0,0.863636364,0.95,0.9,0.957446809,0,0.25,0,org.eclipse.ui.views.framelist,0.717157288
org.eclipse.ui.views.navigator,1,29,0.16,31,3,0.911764706,0.071764706,0,0.964705882,1,0.481481481,0.992021277,0.023900119,0.666666667,0,org.eclipse.ui.views.navigator,0.333333333
org.eclipse.ui.views.properties,1,28,0.555555556,22,12,0.647058824,0.202614379,0.076923077,0.637096774,0.958810069,0.789473684,0.944148936,0,0,0.00462963,org.eclipse.ui.views.properties,0.683017602
org.eclipse.ui.views.tasklist,1,26,0.181818182,27,4,0.870967742,0.052785924,0,0.917647059,1,0.739130435,0.989361702,0.028934911,0.111111111,0,org.eclipse.ui.views.tasklist,0.685081671
org.eclipse.ui.wizards.datatransfer,1,29,0.074074074,28,4,0.875,0.050925926,0,0.914634146,1,0.555555556,0.97606383,0.023900119,0.727272727,0,org.eclipse.ui.wizards.datatransfer,0.852686087
org.eclipse.ui.wizards.newresource,0,5,0.25,20,6,0.769230769,0.019230769,0,0.722222222,0.933333333,0.8,0.978723404,0.162,0,0,org.eclipse.ui.wizards.newresource,0.528595479
org.eclipse.update.configuration,0,13,12,7,13,0.35,11.35,0.406779661,0.042253521,1,1,0.989361702,0.061258247,0.083333333,0.025173611,org.eclipse.update.configuration,0.61094678
org.eclipse.update.core,0,44,1.444444444,11,19,0.366666667,0.811111111,0.226415094,0.333333333,0.967261905,0.5,0.859042553,0,0,0.004420746,org.eclipse.update.core,0.75574511
org.eclipse.update.core.model,0,18,0.125,10,9,0.526315789,0.348684211,0,0.621052632,0.965020576,0.888888889,0.722222222,0.038271605,0,0,org.eclipse.update.core.model,0.89938461
org.eclipse.update.internal.core,0,45,0.125,16,8,0.666666667,0.208333333,0,0.778225806,1,0.511627907,0.930851064,0.01545679,0.2,0,org.eclipse.update.internal.core,0.959178899
org.eclipse.update.internal.model,0,9,0,12,2,0.857142857,0.142857143,0,0.098591549,1,0.444444444,0.973404255,0.075220225,0,0,org.eclipse.update.internal.model,0.736476862
org.eclipse.update.internal.security,0,5,0,12,2,0.857142857,0.142857143,0.942857143,1,0.8,0.994680851,0.132,0,0,0,org.eclipse.update.internal.security,0.472953723
org.eclipse.update.internal.ui,0,6,0,33,10,0.76744186,0.23255814,0,0.605263158,1,0.833333333,0.946808511,0.133428343,0.285714286,0,org.eclipse.update.internal.ui,0.528595479
org.eclipse.update.internal.ui.forms,0,25,0.086956522,36,5,0.87804878,0.034994698,0,0.87012987,1,0.875,0.954787234,0.02768,0.166666667,0,org.eclipse.update.internal.ui.forms,0.664757486
org.eclipse.update.internal.ui.model,0,27,0.35,18,6,0.75,0.1,0.034482759,0.697435897,0.992319508,0.952380952,0.885638298,0.0278738,0.36,0.036363636,org.eclipse.update.internal.ui.model,0.629610734
org.eclipse.update.internal.ui.pages,0,14,0.166666667,6,2,0.75,0.083333333,0,0.966666667,1,1,0.965425532,0.048979592,0.842105263,0.1,org.eclipse.update.internal.ui.pages,0.292893219
org.eclipse.update.internal.ui.parts,0,9,0.285714286,19,5,0.791666667,0.077380952,0,0.655172414,1,0.777777778,0.965425532,0.075308642,0.6,0,org.eclipse.update.internal.ui.parts,0.292893219
org.eclipse.update.internal.ui.preferences,0,2,0,13,4,0.764705882,0.235294118,0,0.444444444,1,0.5,0.986702128,0.25,0,0,org.eclipse.update.internal.ui.preferences,0.387627564
org.eclipse.update.internal.ui.properties,0,3,0,13,1,0.928571429,0.071428571,1,1,0.333333333,0.997340426,0.211111111,1,0,0,org.eclipse.update.internal.ui.properties,0.292893219
org.eclipse.update.internal.ui.search,0,17,0.214285714,27,5,0.84375,0.058035714,0,0.694214876,1,0.733333333,0.946808511,0.040484429,0.727272727,0.583333333,org.eclipse.update.internal.ui.search,0.705372175
org.eclipse.update.internal.ui.security,0,6,0.2,17,2,0.894736842,0.094736842,1,1,0.5,0.994680851,0.111111111,0,0,0,org.eclipse.update.internal.ui.security,0.604715292
org.eclipse.update.internal.ui.views,0,6,1,37,3,0.925,0.925,0,0.770833333,1,0.6,0.989361702,0.114371981,0.424242424,0,org.eclipse.update.internal.ui.views,0.59175171
org.eclipse.update.internal.ui.win32.views,0,3,0,13,0,0,1,1,1,0.333333333,1,0.216666667,0.444444444,0,0,org.eclipse.update.internal.ui.win32.views,0.528595479
org.eclipse.update.internal.ui.wizards,0,15,0.153846154,27,2,0.931034483,0.084880637,0,0.884615385,1,0.4,0.981382979,0.046730159,0.846153846,0,org.eclipse.update.internal.ui.wizards,0.653589838
org.eclipse.update.ui.forms.internal,0,30,0.578947368,23,11,0.676470588,0.255417957,0.090909091,0.554794521,0.962713264,0.833333333,0.853723404,0.023111111,0.230769231,0.00766129,org.eclipse.update.ui.forms.internal,0.692562269
org.eclipse.update.ui.forms.internal.engine,0,20,0.818181818,18,5,0.782608696,0.600790514,0,0.694736842,1,0.833333333,0.973404255,0.034,0.666666667,0,org.eclipse.update.ui.forms.internal.engine,0.796481566
org.eclipse.webdav,0,8,7,5,7,0.416666667,6.416666667,0.13559322,0,1,1,0.994680851,0.084375,0.25,0.007270408,org.eclipse.webdav,0.434314575
org.eclipse.webdav.client,0,14,0.166666667,12,3,0.8,0.033333333,0,0.735294118,1,1,0.973404255,0,0.5,0,org.eclipse.webdav.client,0.823223305
org.eclipse.webdav.dom,0,31,0.107142857,5,3,0.625,0.267857143,0,0.74137931,1,1,0.2,0.022372529,0,0,org.eclipse.webdav.dom,0.770191229
org.eclipse.webdav.http.client,0,12,0.714285714,10,3,0.769230769,0.483516484,0,0.845238095,1,1,0.989361702,0.056944444,0.857142857,0.416666667,org.eclipse.webdav.http.client,0.858578644
org.eclipse.webdav.internal.authentication,1,10,0,10,1,0.909090909,0.090909091,0.909090909,1,1,0.7,0,0,0,0,org.eclipse.webdav.internal.authentication,0.302783311
org.eclipse.webdav.internal.kernel,0,34,0.259259259,10,4,0.714285714,0.026455026,0,0.940677966,1,1,0.178571429,0.028968192,0,0.25,org.eclipse.webdav.internal.kernel,0.676185454
org.eclipse.webdav.internal.kernel.utils,0,11,0.222222222,5,5,0.5,0.277777778,0,0.725,1,1,0.909090909,0.075619835,0,0,org.eclipse.webdav.internal.kernel.utils,0.292893219
org.eclipse.webdav.internal.utils,0,2,0,6,2,0.75,0.25,0,0.142857143,1,1,0.992021277,0,0.2,0,org.eclipse.webdav.internal.utils,0.646446609
