Package Name,post,N,A,Ce,Ca,I,D,PkgMod
org.eclipse.ui.themes,0,5,4,8,6,0.571428571,3.571428571,0.302783311
org.eclipse.ui.views.bookmarkexplorer,0,15,0.153846154,25,0,0,0.846153846,0.823223305
org.eclipse.ui.views.contentoutline,0,3,2,10,10,0.5,1.5,0.325463122
org.eclipse.ui.views.framelist,0,12,0.333333333,13,2,0.866666667,0.2,0.717157288
org.eclipse.ui.views.markers,0,1,0,6,0,0,1,1
org.eclipse.ui.views.markers.internal,6,68,0.172413793,33,2,0.942857143,0.115270936,0.695692087
org.eclipse.ui.views.navigator,3,32,0.142857143,27,19,0.586956522,0.270186335,0.54241868
org.eclipse.ui.views.properties,0,29,0.611111111,23,11,0.676470588,0.287581699,0.703672618
org.eclipse.ui.views.tasklist,0,26,0.181818182,31,4,0.885714286,0.067532468,0.703672618
org.eclipse.ui.wizards.datatransfer,1,29,0.074074074,30,5,0.857142857,0.068783069,0.852686087
org.eclipse.ui.wizards.newresource,1,5,0.25,26,8,0.764705882,0.014705882,0.646446609
org.eclipse.update.configuration,0,13,12,7,13,0.35,11.35,0.61094678
org.eclipse.update.configurator,0,4,3,5,10,0.333333333,2.333333333,0.675962965
org.eclipse.update.core,4,51,1.428571429,12,27,0.307692308,0.736263736,0.831021888
org.eclipse.update.core.model,0,19,0.117647059,13,13,0.5,0.382352941,0.713187047
org.eclipse.update.internal.configurator,1,19,0.055555556,29,5,0.852941176,0.091503268,0.761167807
org.eclipse.update.internal.configurator.branding,0,4,1,8,1,0.888888889,0.888888889,0.292893219
org.eclipse.update.internal.core,12,60,0.132075472,21,20,0.512195122,0.355729406,0.895245358
org.eclipse.update.internal.mirror,0,3,0,11,1,0.916666667,0.083333333,0.387627564
org.eclipse.update.internal.model,0,9,0,17,4,0.80952381,0.19047619,0.709855771
org.eclipse.update.internal.operations,2,18,0.125,16,10,0.615384615,0.259615385,0.761167807
org.eclipse.update.internal.scheduler,1,3,0,20,1,0.952380952,0.047619048,0.528595479
org.eclipse.update.internal.scheduler.preferences,0,1,0,9,0,0,1,1
org.eclipse.update.internal.search,2,7,0.166666667,14,6,0.7,0.133333333,0.60913202
org.eclipse.update.internal.security,0,5,0,12,1,0.923076923,0.076923077,0.472953723
org.eclipse.update.internal.ui,2,6,0,30,8,0.789473684,0.210526316,0.528595479
org.eclipse.update.internal.ui.model,3,19,0.461538462,17,4,0.80952381,0.271062271,0.717157288
org.eclipse.update.internal.ui.parts,1,7,0.166666667,12,5,0.705882353,0.12745098,0.307179677
org.eclipse.update.internal.ui.preferences,2,2,0,15,0,0,1,1
org.eclipse.update.internal.ui.properties,1,6,0,19,0,0,1,1
org.eclipse.update.internal.ui.security,1,6,0,17,2,0.894736842,0.105263158,0.387627564
org.eclipse.update.internal.ui.servlets,0,2,0,16,0,0,1,0.292893219
org.eclipse.update.internal.ui.views,9,13,0.083333333,37,1,0.973684211,0.057017544,0.292893219
org.eclipse.update.internal.ui.wizards,9,26,0.130434783,37,6,0.860465116,0.009100101,0.868766535
org.eclipse.update.operations,1,15,14,8,9,0.470588235,13.47058824,0.496891747
org.eclipse.update.search,1,13,1.166666667,8,7,0.533333333,0.7,0.434314575
org.eclipse.update.standalone,2,12,0.090909091,14,1,0.933333333,0.024242424,0.823223305
org.eclipse.update.ui,0,1,0,6,0,0,1,1
org.osgi.framework,0,25,1.272727273,5,106,0.045045045,0.317772318,0.471824055
org.osgi.service.packageadmin,0,3,0,2,4,0.333333333,0.666666667,0.646446609
org.osgi.service.permissionadmin,0,2,1,1,1,0.5,0.5,0.292893219
org.osgi.service.prefs,0,3,2,1,12,0.076923077,1.076923077,0.333333333
org.osgi.service.startlevel,0,1,0,1,4,0.2,0.8,0.469669914
org.osgi.service.url,0,4,0,3,4,0.428571429,0.571428571,0.693813782
org.osgi.util.tracker,0,2,1,4,7,0.363636364,0.363636364,0.361123435
